lamb, beta, k, delta, p, c, K
-3.116205562773742832e-01,-5.012773008758745874e+00,2.650549800495577646e+00,2.147925304821958203e+00,6.264161706818214270e-01,-1.988238334829936393e+00,5.972735535321577452e+06
-1.839321407143305054e-01,-5.029102479248983570e+00,2.953955964533522938e+00,2.390675328341720807e+00,8.529369967514098816e-01,-2.455758928356758020e+00,5.972735535321577452e+06
-1.839321407143305054e-01,-5.029102479248983570e+00,2.953955964533522938e+00,2.390675328341720807e+00,8.529369967514098816e-01,-2.455758928356758020e+00,5.972735535321577452e+06
-1.839321407143305054e-01,-5.029102479248983570e+00,2.953955964533522938e+00,2.390675328341720807e+00,8.529369967514098816e-01,-2.455758928356758020e+00,5.972735535321577452e+06
-1.580539343393897456e-01,-4.950752641295770751e+00,2.923918059966849725e+00,2.423401044675220994e+00,8.181486214323314687e-01,-2.300787829591118161e+00,5.972735535321577452e+06
-1.943050907124681537e-01,-4.958326276955346223e+00,2.893766451763339909e+00,2.394037717514742702e+00,8.058788413451085653e-01,-2.261840306758011732e+00,5.972735535321577452e+06
4.669656250054088353e-02,-5.119360546390007372e+00,2.981425493796758808e+00,2.439097620749501871e+00,9.502003898393241998e-01,-2.377227508045790305e+00,5.972735535321577452e+06
4.669656250054088353e-02,-5.119360546390007372e+00,2.981425493796758808e+00,2.439097620749501871e+00,9.502003898393241998e-01,-2.377227508045790305e+00,5.972735535321577452e+06
4.669656250054088353e-02,-5.119360546390007372e+00,2.981425493796758808e+00,2.439097620749501871e+00,9.502003898393241998e-01,-2.377227508045790305e+00,5.972735535321577452e+06
6.439253900086178151e-02,-5.100261836861349707e+00,2.918129771805247241e+00,2.340352939975143709e+00,8.621137536273558721e-01,-2.246159133531810959e+00,5.972735535321577452e+06
2.761916049281848418e-02,-5.080377188230783325e+00,2.819229788256783387e+00,2.341196847670632852e+00,8.583185034198075325e-01,-2.096545139147578674e+00,5.972735535321577452e+06
7.339653733242772482e-01,-5.163638435067767318e+00,2.925417787546707338e+00,2.605228424484872463e+00,1.174447968436085565e+00,-2.654168798847714505e+00,5.972735535321577452e+06
6.651678441427104627e-01,-4.949146936957940390e+00,2.306505590716288800e+00,2.486410300849522415e+00,1.015685475483176781e+00,-1.969672231377472382e+00,5.972735535321577452e+06
6.651678441427104627e-01,-4.949146936957940390e+00,2.306505590716288800e+00,2.486410300849522415e+00,1.015685475483176781e+00,-1.969672231377472382e+00,5.972735535321577452e+06
6.651678441427104627e-01,-4.949146936957940390e+00,2.306505590716288800e+00,2.486410300849522415e+00,1.015685475483176781e+00,-1.969672231377472382e+00,5.972735535321577452e+06
3.528866331952364988e-01,-4.923816584262183937e+00,2.573927916038823760e+00,2.459179090239839827e+00,8.238640431613023507e-01,-2.103303084603224793e+00,5.972735535321577452e+06
2.243968563473197619e-03,-5.083972320612767604e+00,2.560686937785080275e+00,2.336743588433601637e+00,8.449164322734090682e-01,-1.998134407793914935e+00,5.972735535321577452e+06
-3.915261949635068239e-02,-5.034951360271559651e+00,2.531031836315201122e+00,2.542524475995723954e+00,9.775714222791918040e-01,-1.871134866537066177e+00,5.972735535321577452e+06
5.131060614494060701e-01,-5.113288945247139949e+00,2.906392964911735266e+00,2.859751225294873578e+00,1.215967917695110811e+00,-2.194979981176029771e+00,5.972735535321577452e+06
-3.393405396085755199e-02,-4.583597436275021586e+00,2.815303313529994966e+00,2.873973243903849895e+00,8.707308594641997024e-01,-1.720823952531301160e+00,5.972735535321577452e+06
